Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	7	10.76923076923077	0.0011781308592642484	Q2PC93, P16581, Q8AVH7, P21836, Q29116, P22105, P0C6B8	61	173	8683	5.7595944281247045	0.47709421290515464	0.6479719725953367	0.6479719725953367
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell proliferation	6	9.230769230769232	0.003985584790983062	P10040, Q19AZ8, P17945, Q9QX29, Q29116, P22105	61	153	8683	5.58212793314047	0.8888029715914931	1.0	1.0
GOTERM_BP_DIRECT	GO:0006897~endocytosis	5	7.6923076923076925	0.010153075902326409	Q0VC16, Q9UPU7, A5D794, P0DSP1, P21575	61	123	8683	5.7863521258163395	0.9963489243740616	1.0	1.0
GOTERM_BP_DIRECT	GO:0001568~blood vessel development	3	4.615384615384616	0.015816138990667347	P70170, Q06806, P79739	61	28	8683	15.251170960187354	0.9998444279859637	1.0	1.0
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	3	4.615384615384616	0.01920088737790454	Q19AZ8, P17945, Q866N2	61	31	8683	13.775251189846642	0.9999766097245801	1.0	1.0
GOTERM_BP_DIRECT	GO:0002687~positive regulation of leukocyte migration	2	3.076923076923077	0.03408381335056734	Q0VC16, P16581	61	5	8683	56.937704918032786	0.9999999947917217	1.0	1.0
GOTERM_BP_DIRECT	GO:0007424~open tracheal system development	2	3.076923076923077	0.0407621921475529	P10040, P35992	61	6	8683	47.44808743169399	0.9999999998853277	1.0	1.0
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	3	4.615384615384616	0.06628208425988444	Q9YHT4, Q99814, E1C3U7	61	61	8683	7.000537489922063	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0035725~sodium ion transmembrane transport	3	4.615384615384616	0.07012678853622485	Q761V0, Q27433, Q8BXR5	61	63	8683	6.7782982045277125	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007076~mitotic chromosome condensation	2	3.076923076923077	0.07347897465837333	O13067, P50532	61	11	8683	25.880774962742176	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0030261~chromosome condensation	2	3.076923076923077	0.07988940610571299	O13067, P50532	61	12	8683	23.724043715846996	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006811~ion transport	4	6.153846153846154	0.08488126703535326	Q9QX29, Q9D7Z6, Q27433, Q8BXR5	61	150	8683	3.795846994535519	1.0	1.0	1.0
